S. No,District Code,District,Block Code,Block Name,PC No.,PC Name,AC No.,AC Name,Gram Panchayat Code,Gram Panchayat
1480,307,Birbhum,2840,Rajnagar,42,Birbhum,285,Suri ,108878,Rajnagar
1481,307,Birbhum,2840,Rajnagar,42,Birbhum,285,Suri ,108879,Tantipara
1482,307,Birbhum,2840,Rajnagar,42,Birbhum,285,Suri ,108875,Bhabanipur
1483,307,Birbhum,2840,Rajnagar,42,Birbhum,285,Suri ,108877,Gangmuri-Joypur
1484,307,Birbhum,2840,Rajnagar,42,Birbhum,285,Suri ,108876,Chandrapur
1485,307,Birbhum,2841,Rampurhat-I,42,Birbhum,291,Rampurhat ,108886,Kusumba
1486,307,Birbhum,2841,Rampurhat-I,42,Birbhum,291,Rampurhat ,108888,Narayanpur
1487,307,Birbhum,2841,Rampurhat-I,42,Birbhum,291,Rampurhat ,108885,Kharun
1488,307,Birbhum,2841,Rampurhat-I,42,Birbhum,291,Rampurhat ,108880,Ayas
1489,307,Birbhum,2841,Rampurhat-I,42,Birbhum,291,Rampurhat ,108883,Dakhalbati
1490,307,Birbhum,2841,Rampurhat-I,42,Birbhum,291,Rampurhat ,108881,Barshal
1491,307,Birbhum,2841,Rampurhat-I,42,Birbhum,291,Rampurhat ,108887,Mashra
1492,307,Birbhum,2841,Rampurhat-I,42,Birbhum,291,Rampurhat ,108882,Bonhat
1493,307,Birbhum,2841,Rampurhat-I,42,Birbhum,291,Rampurhat ,108884,Kasthogora
1494,307,Birbhum,2842,Rampurhat-Ii,42,Birbhum,292,Hansan ,108894,Kaluha
1495,307,Birbhum,2842,Rampurhat-Ii,42,Birbhum,292,Hansan ,108897,Sahapur
1496,307,Birbhum,2842,Rampurhat-Ii,42,Birbhum,292,Hansan ,108893,Hansan-Ii
1497,307,Birbhum,2842,Rampurhat-Ii,42,Birbhum,292,Hansan ,108891,Dunigram
1498,307,Birbhum,2842,Rampurhat-Ii,42,Birbhum,292,Hansan ,108892,Hansan-I
1499,307,Birbhum,2842,Rampurhat-Ii,42,Birbhum,292,Hansan ,108890,Budhigram
1500,307,Birbhum,2842,Rampurhat-Ii,42,Birbhum,292,Hansan ,108889,Bishnupur
1501,307,Birbhum,2842,Rampurhat-Ii,42,Birbhum,292,Hansan ,108895,Margram-I
1502,307,Birbhum,2844,Suri-I,42,Birbhum,285,Suri ,108914,Mallickpur
1503,307,Birbhum,2844,Suri-I,42,Birbhum,285,Suri ,108911,Bhurkuna
1504,307,Birbhum,2844,Suri-I,42,Birbhum,285,Suri ,108916,Tilpara
1505,307,Birbhum,2844,Suri-I,42,Birbhum,285,Suri ,108912,Karidhya
1506,307,Birbhum,2844,Suri-I,42,Birbhum,285,Suri ,108915,Nagari
1507,307,Birbhum,2844,Suri-I,42,Birbhum,285,Suri ,108910,Alunda
1508,307,Birbhum,2844,Suri-I,42,Birbhum,285,Suri ,108913,Khatanga
1509,307,Birbhum,2845,Suri-Ii,42,Birbhum,289,Sainthia ,108917,Abinashpur
1510,307,Birbhum,2845,Suri-Ii,42,Birbhum,289,Sainthia ,108920,Kendua
1511,307,Birbhum,2845,Suri-Ii,42,Birbhum,289,Sainthia ,108918,Banshanka
1512,307,Birbhum,2845,Suri-Ii,42,Birbhum,289,Sainthia ,108919,Domdama
1513,307,Birbhum,2845,Suri-Ii,42,Birbhum,289,Sainthia ,108922,Purandarpur
1514,307,Birbhum,2845,Suri-Ii,42,Birbhum,289,Sainthia ,108921,Koma
1515,308,Cooch Behar,2847,Coochbehar I,1,Cooch Behar ,4,Cooch Behar Dakshin,108936,Chandamari
1516,308,Cooch Behar,2847,Coochbehar I,1,Cooch Behar ,4,Cooch Behar Dakshin,108944,Haribhanga
1517,308,Cooch Behar,2847,Coochbehar I,1,Cooch Behar ,4,Cooch Behar Dakshin,108937,Chilkirhat
1518,308,Cooch Behar,2847,Coochbehar I,1,Cooch Behar ,4,Cooch Behar Dakshin,108940,Falmari
1519,308,Cooch Behar,2847,Coochbehar I,1,Cooch Behar ,4,Cooch Behar Dakshin,108946,Moyamari
1520,308,Cooch Behar,2847,Coochbehar I,1,Cooch Behar ,4,Cooch Behar Dakshin,108950,Sutkabari
1521,308,Cooch Behar,2847,Coochbehar I,1,Cooch Behar ,4,Cooch Behar Dakshin,108948,Patchhara
1522,308,Cooch Behar,2847,Coochbehar I,1,Cooch Behar ,4,Cooch Behar Dakshin,108949,Putimari-Fuleswari
1523,308,Cooch Behar,2847,Coochbehar I,1,Cooch Behar ,4,Cooch Behar Dakshin,108941,Ghughumari
1524,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar ,3,Uttar Cooch Behar ,108923,Ambari
1525,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar ,3,Uttar Cooch Behar ,108934,Pundibari
1526,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar ,3,Uttar Cooch Behar ,108927,Dhangdhinguri
1527,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar ,3,Uttar Cooch Behar ,108931,Madhupur
1528,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar ,3,Uttar Cooch Behar ,108925,Bararangras
1529,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar ,3,Uttar Cooch Behar ,108926,Chakchaka
1530,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar ,3,Uttar Cooch Behar ,108929,Khagrabari
1531,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar ,3,Uttar Cooch Behar ,108924,Baneswar
1532,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar ,3,Uttar Cooch Behar ,108930,Khapaidanga
1533,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar ,3,Uttar Cooch Behar ,108928,Gopalpur
1534,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar ,3,Uttar Cooch Behar ,108935,Takagachh-Rajarhat
1535,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar ,3,Uttar Cooch Behar ,108933,Patlakhawa
1536,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar ,3,Uttar Cooch Behar ,108932,Marichbari-Kholta
1537,308,Cooch Behar,2849,Dinhata-Ii,1,Cooch Behar ,7,Dinhata ,108968,Bamanhat-Ii
1538,308,Cooch Behar,2849,Dinhata-Ii,1,Cooch Behar ,7,Dinhata ,108975,Najirhat-I
1539,308,Cooch Behar,2849,Dinhata-Ii,1,Cooch Behar ,7,Dinhata ,108973,Gobra Chhara Nayarhat
1540,308,Cooch Behar,2849,Dinhata-Ii,1,Cooch Behar ,7,Dinhata ,108974,Kishamat Dasgram
1541,308,Cooch Behar,2849,Dinhata-Ii,1,Cooch Behar ,7,Dinhata ,108976,Nijirhat-Ii
1542,308,Cooch Behar,2849,Dinhata-Ii,1,Cooch Behar ,7,Dinhata ,108969,Barasakdal
1543,308,Cooch Behar,2849,Dinhata-Ii,1,Cooch Behar ,7,Dinhata ,108978,Sukarukuthi
1544,308,Cooch Behar,2849,Dinhata-Ii,1,Cooch Behar ,7,Dinhata ,108967,Bamanhat-I
1545,308,Cooch Behar,2849,Dinhata-Ii,1,Cooch Behar ,7,Dinhata ,108970,Burirhat-I
1546,308,Cooch Behar,2849,Dinhata-Ii,1,Cooch Behar ,7,Dinhata ,108977,Sahebganj
1547,308,Cooch Behar,2849,Dinhata-Ii,1,Cooch Behar ,7,Dinhata ,108972,Chowdhurihat
1548,308,Cooch Behar,2849,Dinhata-Ii,1,Cooch Behar ,7,Dinhata ,108971,Burirhat-Ii
1549,308,Cooch Behar,2850,Haldibari,3,Jalpaiguri ,1,Mekliganj ,108979,Boxiganj
1550,308,Cooch Behar,2850,Haldibari,3,Jalpaiguri ,1,Mekliganj ,108980,Dakshin Bara Haldibari
1551,308,Cooch Behar,2850,Haldibari,3,Jalpaiguri ,1,Mekliganj ,108982,Hemkumari
1552,308,Cooch Behar,2850,Haldibari,3,Jalpaiguri ,1,Mekliganj ,108984,Uttar Bara Haldibari
1553,308,Cooch Behar,2850,Haldibari,3,Jalpaiguri ,1,Mekliganj ,108983,Per-Mekhliganj
1554,308,Cooch Behar,2850,Haldibari,3,Jalpaiguri ,1,Mekliganj ,108981,Dewanganj
1555,308,Cooch Behar,2852,Mathabhanga-I,1,Cooch Behar ,5,Sitalkuchi ,109001,Kursamari
1556,308,Cooch Behar,2852,Mathabhanga-I,1,Cooch Behar ,5,Sitalkuchi ,108995,Bairagirhat
1557,308,Cooch Behar,2852,Mathabhanga-I,1,Cooch Behar ,5,Sitalkuchi ,109004,Shikarpur
1558,308,Cooch Behar,2852,Mathabhanga-I,1,Cooch Behar ,5,Sitalkuchi ,109000,Kedarhat
1559,308,Cooch Behar,2852,Mathabhanga-I,1,Cooch Behar ,5,Sitalkuchi ,109002,Nayarhat
1560,308,Cooch Behar,2852,Mathabhanga-I,1,Cooch Behar ,5,Sitalkuchi ,108996,Gopalpur
1561,308,Cooch Behar,2852,Mathabhanga-I,1,Cooch Behar ,5,Sitalkuchi ,108999,Jorpatki
1562,308,Cooch Behar,2853,Mekliganj,3,Jalpaiguri ,1,Mekliganj ,109010,Niztarof
1563,308,Cooch Behar,2853,Mekliganj,3,Jalpaiguri ,1,Mekliganj ,109009,Kuchlibari
1564,308,Cooch Behar,2853,Mekliganj,3,Jalpaiguri ,1,Mekliganj ,109005,Bagdogra-Fulkadabri
1565,308,Cooch Behar,2853,Mekliganj,3,Jalpaiguri ,1,Mekliganj ,109006,Bhotbari
1566,308,Cooch Behar,2853,Mekliganj,3,Jalpaiguri ,1,Mekliganj ,109007,Changrabandha
1567,308,Cooch Behar,2853,Mekliganj,3,Jalpaiguri ,1,Mekliganj ,109012,Uchalpukuri
1568,308,Cooch Behar,2853,Mekliganj,3,Jalpaiguri ,1,Mekliganj ,109008,Jamaldaha
1569,308,Cooch Behar,2853,Mekliganj,3,Jalpaiguri ,1,Mekliganj ,109011,Ranirhat
1570,308,Cooch Behar,2854,Sitai,1,Cooch Behar ,6,Sitai ,109014,Brahmottar-Chatra
1571,308,Cooch Behar,2854,Sitai,1,Cooch Behar ,6,Sitai ,109016,Sitai-I
1572,308,Cooch Behar,2854,Sitai,1,Cooch Behar ,6,Sitai ,109015,Chamta
1573,308,Cooch Behar,2854,Sitai,1,Cooch Behar ,6,Sitai ,109013,Adabari
1574,308,Cooch Behar,2854,Sitai,1,Cooch Behar ,6,Sitai ,109017,Sitai-Ii
1575,308,Cooch Behar,2855,Sitalkuchi,1,Cooch Behar ,5,Sitalkuchi ,109019,Bhawerthana
1576,308,Cooch Behar,2855,Sitalkuchi,1,Cooch Behar ,5,Sitalkuchi ,109024,Lalbazar
1577,308,Cooch Behar,2855,Sitalkuchi,1,Cooch Behar ,5,Sitalkuchi ,109022,Gosairhat
1578,308,Cooch Behar,2855,Sitalkuchi,1,Cooch Behar ,5,Sitalkuchi ,109020,Chhotosalbari
1579,308,Cooch Behar,2855,Sitalkuchi,1,Cooch Behar ,5,Sitalkuchi ,109018,Barokaimari
1580,308,Cooch Behar,2855,Sitalkuchi,1,Cooch Behar ,5,Sitalkuchi ,109023,Khalisamari
1581,308,Cooch Behar,2855,Sitalkuchi,1,Cooch Behar ,5,Sitalkuchi ,109021,Golenowhati
1582,308,Cooch Behar,2855,Sitalkuchi,1,Cooch Behar ,5,Sitalkuchi ,109025,Sitalkuchi
1583,308,Cooch Behar,2857,Tufanganj-Ii,2,Alipurduars ,9,Tufanganj ,109045,Mahiskhuchi-Ii
1584,308,Cooch Behar,2857,Tufanganj-Ii,2,Alipurduars ,9,Tufanganj ,109046,Mahiskuchi-I
1585,308,Cooch Behar,2857,Tufanganj-Ii,2,Alipurduars ,9,Tufanganj ,109050,Salbari-Ii
1586,308,Cooch Behar,2857,Tufanganj-Ii,2,Alipurduars ,9,Tufanganj ,109043,Bhanukumari-Ii
1587,308,Cooch Behar,2857,Tufanganj-Ii,2,Alipurduars ,9,Tufanganj ,109040,Barokodali-I
1588,308,Cooch Behar,2857,Tufanganj-Ii,2,Alipurduars ,9,Tufanganj ,109049,Salbari-I
1589,308,Cooch Behar,2857,Tufanganj-Ii,2,Alipurduars ,9,Tufanganj ,109041,Barokodali-Ii
1590,308,Cooch Behar,2857,Tufanganj-Ii,2,Alipurduars ,9,Tufanganj ,109042,Bhanukumari-I
1591,308,Cooch Behar,2857,Tufanganj-Ii,2,Alipurduars ,9,Tufanganj ,109047,Rampur-I
1592,308,Cooch Behar,2857,Tufanganj-Ii,2,Alipurduars ,9,Tufanganj ,109044,Falimari
1593,308,Cooch Behar,2857,Tufanganj-Ii,2,Alipurduars ,9,Tufanganj ,109048,Rampur-Ii
1594,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling ,260954,Darjeeling-Ii
1595,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling ,260953,Darjeeling-I
1596,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling ,260960,Lebong Valley-Ii
1597,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling ,260969,Rishirhatbloom Field
1598,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling ,260966,Rangit-Ii
1599,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling ,260950,Bijanbari-Pulbazar
1600,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling ,260955,Goke-I
1601,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling ,260962,Lodhoma-Ii
1602,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling ,260957,Jhepi
1603,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling ,260958,Kaijalia
1604,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling ,260956,Goke-Ii
1605,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling ,260967,Relling
1606,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling ,260952,Dadaipani
1607,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling ,260965,Rangit-I
1608,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling ,260951,Chungtong
1609,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling ,260963,Mazuwa
1610,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling ,260959,Lebong Valley-I
1611,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling ,260949,Badamtam
1612,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling ,260968,Rimbik
1613,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling ,260964,Nayanor
1614,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling ,260971,Sirikhola-Daragaon
1615,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling ,260970,Singtamn Soom
1616,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,23,Darjeeling ,260995,Rangbhang Gopaldhara
1617,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,23,Darjeeling ,260992,Pokhriabong-I
1618,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,23,Darjeeling ,260994,Pokhriabong-Iii
1619,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,23,Darjeeling ,260996,Rangbul
1620,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,23,Darjeeling ,260983,Dhootria Kalej Valley
1621,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,23,Darjeeling ,260984,Ghum Khasmahal
1622,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,24,Kurseong ,260987,Lower Sonada-I
1623,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,23,Darjeeling ,260991,Plungdung
1624,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,23,Darjeeling ,260986,Lingiamaraybong
1625,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,23,Darjeeling ,260997,Sukhia-Simana
1626,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,23,Darjeeling ,260990,Permaguritamsang
1627,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,24,Kurseong ,260989,Munda Kothi
1628,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,24,Kurseong ,260985,Gorabari Margarets Hope
1629,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,24,Kurseong ,260988,Lower Sonada-Ii
1630,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,23,Darjeeling ,260993,Pokhriabong-Ii
1631,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,24,Kurseong ,260998,Upper Sonada
1632,309,Darjeeling,2863,Kharibari,4,Darjeeling,27,Phansidewa ,109133,Raniganj-Panishali
1633,309,Darjeeling,2863,Kharibari,4,Darjeeling,27,Phansidewa ,109131,Buraganj
1634,309,Darjeeling,2863,Kharibari,4,Darjeeling,27,Phansidewa ,109130,Binnabari
1635,309,Darjeeling,2863,Kharibari,4,Darjeeling,27,Phansidewa ,109132,Kharibari-Panishali
1636,309,Darjeeling,2868,Phansidewa,4,Darjeeling,27,Phansidewa ,109171,Jalas-Nijamtara
1637,309,Darjeeling,2868,Phansidewa,4,Darjeeling,27,Phansidewa ,109170,Hetmuri Singhijhora
1638,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong ,261037,Pandu
1639,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong ,261044,St. Marrys-Iii
1640,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong ,261042,St. Marrys-I
1641,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong ,261041,Shivakhola
1642,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong ,261040,Settong-Iii
1643,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong ,261033,Gayabari-I
1644,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong ,261045,Sukna
1645,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong ,261035,Gayabari-Iii
1646,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong ,261036,Mahanadi
1647,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong ,261032,Chimney-Deorali
1648,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong ,261043,St. Marrys-Ii
1649,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong ,261034,Gayabari-Ii
1650,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong ,261039,Seetong-Ii
1651,309,Darjeeling,2869,Rangli Rangliot,4,Darjeeling,24,Kurseong ,261053,Labdah
1652,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong ,261038,Seetong-I
1653,309,Darjeeling,2865,Matigara,4,Darjeeling,25,Matigara-Naxalbari ,109149,Champasari
1654,309,Darjeeling,2865,Matigara,4,Darjeeling,25,Matigara-Naxalbari ,109150,Matigara-I
1656,309,Darjeeling,2866,Mirik,4,Darjeeling,24,Kurseong ,261047,Chenga Panighata
1657,309,Darjeeling,2866,Mirik,4,Darjeeling,24,Kurseong ,261049,Paheligaon School Dara-I
1658,309,Darjeeling,2866,Mirik,4,Darjeeling,24,Kurseong ,261052,Soureni-Ii
1659,309,Darjeeling,2866,Mirik,4,Darjeeling,24,Kurseong ,261048,Duptin
1660,309,Darjeeling,2866,Mirik,4,Darjeeling,24,Kurseong ,261051,Soureni-I
1661,309,Darjeeling,2867,Naxal Bari,4,Darjeeling,25,Matigara-Naxalbari ,109160,Hatighisa
1662,309,Darjeeling,2867,Naxal Bari,4,Darjeeling,25,Matigara-Naxalbari ,109164,Upper Bagdogra
1663,309,Darjeeling,2867,Naxal Bari,4,Darjeeling,25,Matigara-Naxalbari ,109162,Maniram
1664,309,Darjeeling,2867,Naxal Bari,4,Darjeeling,25,Matigara-Naxalbari ,109161,Lower Bagdogra
1665,309,Darjeeling,2867,Naxal Bari,4,Darjeeling,25,Matigara-Naxalbari ,109159,Gossaipur
1666,309,Darjeeling,2867,Naxal Bari,4,Darjeeling,25,Matigara-Naxalbari ,109163,Nakshalbari
1667,309,Darjeeling,2868,Phansidewa,4,Darjeeling,27,Phansidewa ,109169,Ghospukur
1668,309,Darjeeling,2868,Phansidewa,4,Darjeeling,27,Phansidewa ,109168,Phansidewa Bansgaon Kismat
1669,309,Darjeeling,2868,Phansidewa,4,Darjeeling,27,Phansidewa ,109167,Chathat-Bansgaon
1670,309,Darjeeling,2868,Phansidewa,4,Darjeeling,27,Phansidewa ,109166,Bidhannagar-Ii
1671,309,Darjeeling,2868,Phansidewa,4,Darjeeling,27,Phansidewa ,109165,Bidhannagar-I
1672,309,Darjeeling,2869,Rangli Rangliot,4,Darjeeling,24,Kurseong ,261061,Tackling-I
1673,309,Darjeeling,2869,Rangli Rangliot,4,Darjeeling,24,Kurseong ,261062,Tackling-Ii
1674,309,Darjeeling,2869,Rangli Rangliot,4,Darjeeling,24,Kurseong ,261055,Maneydara
1675,309,Darjeeling,2869,Rangli Rangliot,4,Darjeeling,24,Kurseong ,261057,Rangli
1676,309,Darjeeling,2869,Rangli Rangliot,4,Darjeeling,24,Kurseong ,261063,Takdah
1677,309,Darjeeling,2869,Rangli Rangliot,4,Darjeeling,24,Kurseong ,261060,Singrimatam
1678,309,Darjeeling,2869,Rangli Rangliot,4,Darjeeling,24,Kurseong ,261054,Lamahatta
1679,309,Darjeeling,2869,Rangli Rangliot,4,Darjeeling,24,Kurseong ,261056,Pubang-Rampuria
1680,309,Darjeeling,2869,Rangli Rangliot,4,Darjeeling,24,Kurseong ,261058,Ressep
1681,309,Darjeeling,2869,Rangli Rangliot,4,Darjeeling,24,Kurseong ,261059,Rongchong
1682,310,Dakshin Dinajpur,2871,Bansihari,6,Balurghat,42,Harirampur ,109194,Brajaballavpur
1683,310,Dakshin Dinajpur,2871,Bansihari,6,Balurghat,42,Harirampur ,109196,Ganguria
1684,310,Dakshin Dinajpur,2871,Bansihari,6,Balurghat,42,Harirampur ,109197,Mahabari
1685,310,Dakshin Dinajpur,2871,Bansihari,6,Balurghat,42,Harirampur ,109195,Ellahabad
1686,310,Dakshin Dinajpur,2873,Harirampur,6,Balurghat,42,Harirampur ,109212,Gokarna
1687,310,Dakshin Dinajpur,2873,Harirampur,6,Balurghat,42,Harirampur ,109211,Bairhatta
1688,310,Dakshin Dinajpur,2873,Harirampur,6,Balurghat,42,Harirampur ,109213,Pundari
1689,310,Dakshin Dinajpur,2873,Harirampur,6,Balurghat,42,Harirampur ,109214,Saiyadpur
1690,310,Dakshin Dinajpur,2873,Harirampur,6,Balurghat,42,Harirampur ,109210,Bagichapur
1691,310,Dakshin Dinajpur,2873,Harirampur,6,Balurghat,42,Harirampur ,109215,Shirshi
1692,310,Dakshin Dinajpur,2874,Hili,6,Balurghat,39,Balurghat ,109220,Panjul
1693,310,Dakshin Dinajpur,2874,Hili,6,Balurghat,39,Balurghat ,109218,Hili
1694,310,Dakshin Dinajpur,2874,Hili,6,Balurghat,39,Balurghat ,109216,Binshira
1695,310,Dakshin Dinajpur,2874,Hili,6,Balurghat,39,Balurghat ,109219,Jamalpur
1696,310,Dakshin Dinajpur,2874,Hili,6,Balurghat,39,Balurghat ,109217,Dhalpara
1697,310,Dakshin Dinajpur,2875,Kumarganj,6,Balurghat,38,Kumarganj ,109221,Batun
1698,310,Dakshin Dinajpur,2875,Kumarganj,6,Balurghat,38,Kumarganj ,109226,Ramkrishnapur
1699,310,Dakshin Dinajpur,2875,Kumarganj,6,Balurghat,38,Kumarganj ,109225,Mohana
1700,310,Dakshin Dinajpur,2875,Kumarganj,6,Balurghat,38,Kumarganj ,109223,Deor
1701,310,Dakshin Dinajpur,2875,Kumarganj,6,Balurghat,38,Kumarganj ,109227,Safanagar
1702,310,Dakshin Dinajpur,2875,Kumarganj,6,Balurghat,38,Kumarganj ,109228,Samjia
1703,310,Dakshin Dinajpur,2875,Kumarganj,6,Balurghat,38,Kumarganj ,109224,Jakirpur
1704,310,Dakshin Dinajpur,2875,Kumarganj,6,Balurghat,38,Kumarganj ,109222,Bhour
1705,310,Dakshin Dinajpur,2876,Kushmandi,6,Balurghat,37,Kushmandi ,109235,Maligaon
1706,310,Dakshin Dinajpur,2876,Kushmandi,6,Balurghat,37,Kushmandi ,109232,Kalikamora
1707,310,Dakshin Dinajpur,2876,Kushmandi,6,Balurghat,37,Kushmandi ,109236,Udaypur
1708,310,Dakshin Dinajpur,2876,Kushmandi,6,Balurghat,37,Kushmandi ,109230,Beroil
1709,310,Dakshin Dinajpur,2876,Kushmandi,6,Balurghat,37,Kushmandi ,109229,Akcha
1710,310,Dakshin Dinajpur,2876,Kushmandi,6,Balurghat,37,Kushmandi ,109234,Kushmandi
1711,310,Dakshin Dinajpur,2876,Kushmandi,6,Balurghat,37,Kushmandi ,109233,Karanji
1712,310,Dakshin Dinajpur,2876,Kushmandi,6,Balurghat,37,Kushmandi ,109231,Deul
1713,311,Uttar Dinajpur,2878,Chopra,4,Darjeeling,28,Chopra,109250,Daspara
1714,311,Uttar Dinajpur,2878,Chopra,4,Darjeeling,28,Chopra,109254,Majhiali
1715,311,Uttar Dinajpur,2878,Chopra,4,Darjeeling,28,Chopra,109249,Chutiakhore
1716,311,Uttar Dinajpur,2878,Chopra,4,Darjeeling,28,Chopra,109251,Ghirnigaon
1717,311,Uttar Dinajpur,2878,Chopra,4,Darjeeling,28,Chopra,109252,Haptiagachh
1718,311,Uttar Dinajpur,2878,Chopra,4,Darjeeling,28,Chopra,109248,Chopra
1719,311,Uttar Dinajpur,2878,Chopra,4,Darjeeling,28,Chopra,109255,Sonapur
1720,311,Uttar Dinajpur,2878,Chopra,4,Darjeeling,28,Chopra,109253,Lakhipur
1721,311,Uttar Dinajpur,2880,Goalpokhar-I,5,Raiganj,30,Goalpokhar,109279,Sahapur-I
1722,311,Uttar Dinajpur,2880,Goalpokhar-I,5,Raiganj,30,Goalpokhar,109272,Goti
1723,311,Uttar Dinajpur,2880,Goalpokhar-I,5,Raiganj,30,Goalpokhar,109267,Dharampur-I
1724,311,Uttar Dinajpur,2880,Goalpokhar-I,5,Raiganj,30,Goalpokhar,109271,Goalpokhar
1725,311,Uttar Dinajpur,2880,Goalpokhar-I,5,Raiganj,30,Goalpokhar,109277,Panjipara
1726,311,Uttar Dinajpur,2880,Goalpokhar-I,5,Raiganj,30,Goalpokhar,109274,Khagore
1727,311,Uttar Dinajpur,2880,Goalpokhar-I,5,Raiganj,30,Goalpokhar,109269,Goagaon-I
1728,311,Uttar Dinajpur,2880,Goalpokhar-I,5,Raiganj,30,Goalpokhar,109280,Sahapur-Ii
1729,311,Uttar Dinajpur,2880,Goalpokhar-I,5,Raiganj,30,Goalpokhar,109276,Mahua
1730,311,Uttar Dinajpur,2880,Goalpokhar-I,5,Raiganj,30,Goalpokhar,109268,Dharampur-Ii
1731,311,Uttar Dinajpur,2880,Goalpokhar-I,5,Raiganj,30,Goalpokhar,109270,Goagaon-Ii
