S. No,District Code,District,Block Code,Block Name,PC No.,PC Name,AC No.,AC Name,Gram Panchayat Code,Gram Panchayat
853,313,Howrah,2910,Domjur,27,Sreerampur,183,Jagatballavpur ,109619,Rudrapur
854,313,Howrah,2910,Domjur,27,Sreerampur,183,Jagatballavpur ,109615,Makardah-I
855,313,Howrah,2910,Domjur,27,Sreerampur,183,Jagatballavpur ,109608,Begari
856,313,Howrah,2911,Jagatballavpur,27,Sreerampur,183,Jagatballavpur ,109632,Pantihal
857,313,Howrah,2911,Jagatballavpur,27,Sreerampur,183,Jagatballavpur ,109634,Shankarhati-I
858,313,Howrah,2911,Jagatballavpur,27,Sreerampur,183,Jagatballavpur ,109635,Shankarhati-Ii
859,313,Howrah,2911,Jagatballavpur,27,Sreerampur,183,Jagatballavpur ,109626,Hantal Anantabati
860,313,Howrah,2911,Jagatballavpur,27,Sreerampur,183,Jagatballavpur ,109628,Jagatballavpur-I
861,313,Howrah,2911,Jagatballavpur,27,Sreerampur,183,Jagatballavpur ,109636,Shialdanga
862,313,Howrah,2911,Jagatballavpur,27,Sreerampur,183,Jagatballavpur ,109631,Maju
863,313,Howrah,2911,Jagatballavpur,27,Sreerampur,183,Jagatballavpur ,109629,Jagatballavpur-Ii
864,313,Howrah,2911,Jagatballavpur,27,Sreerampur,183,Jagatballavpur ,109623,Baragachhia-I
865,313,Howrah,2911,Jagatballavpur,27,Sreerampur,183,Jagatballavpur ,109624,Baragachhia-Ii
866,317,Purba Medinipur,2971,Tamluk,30,Tamluk,206,Moyna ,110212,Anantapur-I
867,317,Purba Medinipur,2971,Tamluk,30,Tamluk,206,Moyna ,110213,Anantapur-Ii
868,317,Purba Medinipur,2971,Tamluk,30,Tamluk,206,Moyna ,110222,Sreerampur-Ii
869,317,Purba Medinipur,2971,Tamluk,30,Tamluk,206,Moyna ,110221,Sreerampur-I
870,317,Purba Medinipur,2971,Tamluk,30,Tamluk,206,Moyna ,110216,Nilkunthia
871,317,Purba Medinipur,2971,Tamluk,30,Tamluk,207,Nandakumar ,110217,Padumpur-I
872,317,Purba Medinipur,2971,Tamluk,30,Tamluk,207,Nandakumar ,110214,Bishnubar-I
873,317,Purba Medinipur,2971,Tamluk,30,Tamluk,207,Nandakumar ,110218,Padumpur-Ii
874,317,Purba Medinipur,2971,Tamluk,30,Tamluk,203,Tamluk ,110223,Uttarsonamui
875,317,Purba Medinipur,2971,Tamluk,30,Tamluk,203,Tamluk ,110220,Pipulberia-Ii
876,317,Purba Medinipur,2971,Tamluk,30,Tamluk,203,Tamluk ,110215,Bishnubar-Ii
877,317,Purba Medinipur,2971,Tamluk,30,Tamluk,203,Tamluk ,110219,Pipulberia-I
878,313,Howrah,2906,Amta-Ii,26,Uluberia,181,Amta ,109575,Kasmoli
879,313,Howrah,2906,Amta-Ii,26,Uluberia,181,Amta ,109566,Amragori
880,313,Howrah,2906,Amta-Ii,26,Uluberia,181,Amta ,109576,Kusberia
881,313,Howrah,2906,Amta-Ii,26,Uluberia,181,Amta ,109569,Gazipur
882,313,Howrah,2906,Amta-Ii,26,Uluberia,181,Amta ,109570,Ghoraberia Chitnan
883,313,Howrah,2906,Amta-Ii,26,Uluberia,181,Amta ,109577,Noyapara
884,313,Howrah,2906,Amta-Ii,26,Uluberia,181,Amta ,109579,Thalia
885,313,Howrah,2906,Amta-Ii,26,Uluberia,181,Amta ,109568,Binla Krishnabati
886,313,Howrah,2906,Amta-Ii,26,Uluberia,181,Amta ,109573,Jhikira
887,313,Howrah,2906,Amta-Ii,26,Uluberia,181,Amta ,109567,Bhatora
888,313,Howrah,2906,Amta-Ii,26,Uluberia,181,Amta ,109572,Jhamtia
889,313,Howrah,2906,Amta-Ii,26,Uluberia,181,Amta ,109574,Kalna
890,313,Howrah,2906,Amta-Ii,26,Uluberia,181,Amta ,109571,Jaypur
891,313,Howrah,2906,Amta-Ii,26,Uluberia,181,Amta ,109578,Tajpur
892,313,Howrah,2907,Bagnan-I,26,Uluberia,181,Amta ,109587,Kalyanpur
893,313,Howrah,2907,Bagnan-I,26,Uluberia,181,Amta ,109589,Sabsit
894,313,Howrah,2907,Bagnan-I,26,Uluberia,181,Amta ,109583,Baksihat
895,313,Howrah,2907,Bagnan-I,26,Uluberia,181,Amta ,109582,Bainan
896,313,Howrah,2907,Bagnan-I,26,Uluberia,180,Bagnan ,109584,Bangalpur
897,313,Howrah,2907,Bagnan-I,26,Uluberia,180,Bagnan ,109586,Haturia-Ii
898,313,Howrah,2907,Bagnan-I,26,Uluberia,180,Bagnan ,109588,Khalore
899,313,Howrah,2907,Bagnan-I,26,Uluberia,180,Bagnan ,109581,Bagnan-Ii
900,313,Howrah,2907,Bagnan-I,26,Uluberia,180,Bagnan ,109585,Haturia-I
901,313,Howrah,2907,Bagnan-I,26,Uluberia,180,Bagnan ,109580,Bagnan-I
902,313,Howrah,2908,Bagnan-Ii,26,Uluberia,180,Bagnan ,109596,Saratchandra
903,313,Howrah,2908,Bagnan-Ii,26,Uluberia,180,Bagnan ,109590,Antila
904,313,Howrah,2908,Bagnan-Ii,26,Uluberia,180,Bagnan ,109591,Bantul-Baidyanathpur
905,313,Howrah,2908,Bagnan-Ii,26,Uluberia,180,Bagnan ,109595,Orphooli
906,313,Howrah,2908,Bagnan-Ii,26,Uluberia,180,Bagnan ,109593,Halyan
907,313,Howrah,2908,Bagnan-Ii,26,Uluberia,180,Bagnan ,109594,Mualyan Benapur
908,313,Howrah,2908,Bagnan-Ii,26,Uluberia,180,Bagnan ,109592,Chandrabhag
909,313,Howrah,2914,Shyampur-I,26,Uluberia,179,Shyampur ,109673,Syampur
910,313,Howrah,2914,Shyampur-I,26,Uluberia,179,Shyampur ,109665,Baneswarpur-I
911,313,Howrah,2914,Shyampur-I,26,Uluberia,179,Shyampur ,109669,Dingakhola
912,313,Howrah,2914,Shyampur-I,26,Uluberia,179,Shyampur ,109672,Radhapur
913,313,Howrah,2914,Shyampur-I,26,Uluberia,179,Shyampur ,109670,Kamalpur
914,313,Howrah,2914,Shyampur-I,26,Uluberia,179,Shyampur ,109666,Baneswarpur-Ii
915,313,Howrah,2915,Shyampur-Ii,26,Uluberia,179,Shyampur ,109677,Dihimondalghat-I
916,313,Howrah,2915,Shyampur-Ii,26,Uluberia,179,Shyampur ,109674,Amardaha
917,313,Howrah,2915,Shyampur-Ii,26,Uluberia,179,Shyampur ,109678,Dihimondalghat-Ii
918,313,Howrah,2915,Shyampur-Ii,26,Uluberia,179,Shyampur ,109679,Kharuberia
919,313,Howrah,2915,Shyampur-Ii,26,Uluberia,179,Shyampur ,109675,Bachhri
920,313,Howrah,2915,Shyampur-Ii,26,Uluberia,179,Shyampur ,109680,Nakol
921,313,Howrah,2915,Shyampur-Ii,26,Uluberia,179,Shyampur ,109676,Bargram
922,313,Howrah,2915,Shyampur-Ii,26,Uluberia,179,Shyampur ,109681,Shashati
923,313,Howrah,2905,Amta-I,26,Uluberia,182,Udaynarayanpur ,109554,Anulia
924,313,Howrah,2905,Amta-I,26,Uluberia,182,Udaynarayanpur ,109555,Balichak
925,313,Howrah,2905,Amta-I,26,Uluberia,182,Udaynarayanpur ,109561,Khosalpur
926,313,Howrah,2905,Amta-I,26,Uluberia,182,Udaynarayanpur ,109559,Kanpur
927,313,Howrah,2905,Amta-I,26,Uluberia,182,Udaynarayanpur ,109556,Basantapur
928,313,Howrah,2916,Udaynarayanpur,26,Uluberia,182,Udaynarayanpur ,109683,Debipur
929,313,Howrah,2916,Udaynarayanpur,26,Uluberia,182,Udaynarayanpur ,109692,Singti
930,313,Howrah,2916,Udaynarayanpur,26,Uluberia,182,Udaynarayanpur ,109691,Rampur-Dihibhusut Asanda
931,313,Howrah,2916,Udaynarayanpur,26,Uluberia,182,Udaynarayanpur ,109685,Harali Udaynarayanpur
932,313,Howrah,2916,Udaynarayanpur,26,Uluberia,182,Udaynarayanpur ,109682,Bhabanipur Bidhichandrapur
933,313,Howrah,2916,Udaynarayanpur,26,Uluberia,182,Udaynarayanpur ,109687,Kanupat Mansuka
934,313,Howrah,2916,Udaynarayanpur,26,Uluberia,182,Udaynarayanpur ,109684,Garbhabanipur-Sonatala
935,313,Howrah,2916,Udaynarayanpur,26,Uluberia,182,Udaynarayanpur ,109690,Pancharul
936,313,Howrah,2916,Udaynarayanpur,26,Uluberia,182,Udaynarayanpur ,109688,Khila
937,313,Howrah,2916,Udaynarayanpur,26,Uluberia,182,Udaynarayanpur ,109689,Kurchi Shibpur
938,313,Howrah,2916,Udaynarayanpur,26,Uluberia,182,Udaynarayanpur ,109686,Harishpur
939,704,Paschim Bardhaman,2809,Kanksa,39,Bardhaman-Durgapur,276,Durgapur Purba ,108597,Amlajora
940,313,Howrah,2914,Shyampur-I,26,Uluberia,178,Uluberia Dakshin ,109664,Balichaturi
941,313,Howrah,2914,Shyampur-I,26,Uluberia,178,Uluberia Dakshin ,109671,Nabagram
942,313,Howrah,2914,Shyampur-I,26,Uluberia,178,Uluberia Dakshin ,109668,Dhandali
943,313,Howrah,2914,Shyampur-I,26,Uluberia,178,Uluberia Dakshin ,109667,Belari
944,313,Howrah,2917,Uluberia-I,26,Uluberia,178,Uluberia Dakshin ,109701,Tapna
945,313,Howrah,2917,Uluberia-I,26,Uluberia,178,Uluberia Dakshin ,109693,Bahira
946,313,Howrah,2917,Uluberia-I,26,Uluberia,178,Uluberia Dakshin ,109697,Hatgachha-Ii
947,313,Howrah,2917,Uluberia-I,26,Uluberia,178,Uluberia Dakshin ,109695,Dhulasimla
948,313,Howrah,2917,Uluberia-I,26,Uluberia,178,Uluberia Dakshin ,109700,Maheshpur
949,313,Howrah,2917,Uluberia-I,26,Uluberia,178,Uluberia Dakshin ,109696,Hatgachha-I
950,313,Howrah,2917,Uluberia-I,26,Uluberia,178,Uluberia Dakshin ,109698,Heerapur
951,313,Howrah,2917,Uluberia-I,26,Uluberia,178,Uluberia Dakshin ,109694,Chandipur
952,313,Howrah,2917,Uluberia-I,26,Uluberia,178,Uluberia Dakshin ,109699,Kalinagar
953,313,Howrah,2918,Uluberia-Ii,26,Uluberia,176,Uluberia Purba ,109705,Khalisani
954,313,Howrah,2918,Uluberia-Ii,26,Uluberia,176,Uluberia Purba ,109706,Raghudevpur
955,313,Howrah,2905,Amta-I,26,Uluberia,177,Uluberia Uttar ,109562,Raspur
956,313,Howrah,2905,Amta-I,26,Uluberia,177,Uluberia Uttar ,109560,Khardah
957,313,Howrah,2905,Amta-I,26,Uluberia,177,Uluberia Uttar ,109558,Chandrapur
958,313,Howrah,2905,Amta-I,26,Uluberia,177,Uluberia Uttar ,109563,Sirajbati
959,313,Howrah,2905,Amta-I,26,Uluberia,177,Uluberia Uttar ,109557,Bhandargachha
960,313,Howrah,2905,Amta-I,26,Uluberia,177,Uluberia Uttar ,109553,Amta
961,313,Howrah,2905,Amta-I,26,Uluberia,177,Uluberia Uttar ,109564,Udang-I
962,313,Howrah,2905,Amta-I,26,Uluberia,177,Uluberia Uttar ,109565,Udang-Ii
963,313,Howrah,2918,Uluberia-Ii,26,Uluberia,177,Uluberia Uttar ,109709,Tulsiberia
964,313,Howrah,2918,Uluberia-Ii,26,Uluberia,177,Uluberia Uttar ,109704,Joyargori
965,313,Howrah,2918,Uluberia-Ii,26,Uluberia,177,Uluberia Uttar ,109703,Basudevpur
966,313,Howrah,2918,Uluberia-Ii,26,Uluberia,177,Uluberia Uttar ,109707,Tehatta-Kantaberia-I
967,313,Howrah,2918,Uluberia-Ii,26,Uluberia,177,Uluberia Uttar ,109702,Baniban
968,303,North 24 Parganas,2723,Amdanga,15,Barrackpur,102,Amdanga ,107777,Adhata
969,303,North 24 Parganas,2723,Amdanga,15,Barrackpur,102,Amdanga ,107778,Amdanga
970,303,North 24 Parganas,2723,Amdanga,15,Barrackpur,102,Amdanga ,107782,Maricha
971,303,North 24 Parganas,2723,Amdanga,15,Barrackpur,102,Amdanga ,107779,Beraberia
972,303,North 24 Parganas,2723,Amdanga,15,Barrackpur,102,Amdanga ,107781,Chandigarh
973,303,North 24 Parganas,2723,Amdanga,15,Barrackpur,102,Amdanga ,107784,Taraberia
974,303,North 24 Parganas,2723,Amdanga,15,Barrackpur,102,Amdanga ,107780,Bodai
975,303,North 24 Parganas,2723,Amdanga,15,Barrackpur,102,Amdanga ,107783,Sadhanpur
976,303,North 24 Parganas,2724,Baduria,14,Bangaon ,98,Swarupnagar ,107796,Ramchandrapur Uday
977,303,North 24 Parganas,2724,Baduria,14,Bangaon ,98,Swarupnagar ,107797,Sayestanagar-I
978,303,North 24 Parganas,2725,Bagda,14,Bangaon ,94,Bagda ,107802,Helencha
979,303,North 24 Parganas,2725,Bagda,14,Bangaon ,94,Bagda ,107799,Asharu
980,303,North 24 Parganas,2725,Bagda,14,Bangaon ,94,Bagda ,107805,Malipota
981,303,North 24 Parganas,2725,Bagda,14,Bangaon ,94,Bagda ,107806,Ranaghat
982,303,North 24 Parganas,2725,Bagda,14,Bangaon ,94,Bagda ,107800,Bagda
983,303,North 24 Parganas,2725,Bagda,14,Bangaon ,94,Bagda ,107801,Bayra
984,303,North 24 Parganas,2725,Bagda,14,Bangaon ,94,Bagda ,107804,Koniara-Ii
985,303,North 24 Parganas,2725,Bagda,14,Bangaon ,94,Bagda ,107807,Sindrani
986,303,North 24 Parganas,2725,Bagda,14,Bangaon ,94,Bagda ,107803,Koniara-I
987,303,North 24 Parganas,2730,Basirhat-I,18,Basirhat,124,Basirhat Dakshin ,107838,Gochha Akharpur
988,303,North 24 Parganas,2730,Basirhat-I,18,Basirhat,124,Basirhat Dakshin ,107843,Sangrampur Shibhati
989,303,North 24 Parganas,2730,Basirhat-I,18,Basirhat,124,Basirhat Dakshin ,107839,Gotra
990,303,North 24 Parganas,2730,Basirhat-I,18,Basirhat,124,Basirhat Dakshin ,107842,Pifa
991,303,North 24 Parganas,2730,Basirhat-I,18,Basirhat,124,Basirhat Dakshin ,107841,Nimdaria Kodalia
992,303,North 24 Parganas,2730,Basirhat-I,18,Basirhat,124,Basirhat Dakshin ,107844,Sankchura Begundi
993,303,North 24 Parganas,2730,Basirhat-I,18,Basirhat,124,Basirhat Dakshin ,107840,Itinda Panitore
994,303,North 24 Parganas,2732,Bongaon,14,Bangaon ,95,Bangaon Uttar ,107861,Ganganandapur
995,303,North 24 Parganas,2732,Bongaon,14,Bangaon ,95,Bangaon Uttar ,107854,Akaipur
996,303,North 24 Parganas,2732,Bongaon,14,Bangaon ,95,Bangaon Uttar ,107864,Gopalnagar-I
997,303,North 24 Parganas,2732,Bongaon,14,Bangaon ,95,Bangaon Uttar ,107863,Ghatbour
998,303,North 24 Parganas,2732,Bongaon,14,Bangaon ,94,Bagda ,107869,Tengra
999,303,North 24 Parganas,2732,Bongaon,14,Bangaon ,96,Bangaon Dakshin ,107855,Bairampur
1000,303,North 24 Parganas,2732,Bongaon,14,Bangaon ,96,Bangaon Dakshin ,107866,Kalupur
1001,303,North 24 Parganas,2732,Bongaon,14,Bangaon ,94,Bagda ,107868,Sundarpur
1002,303,North 24 Parganas,2732,Bongaon,14,Bangaon ,95,Bangaon Uttar ,107865,Gopalnagar-Ii
1003,303,North 24 Parganas,2732,Bongaon,14,Bangaon ,94,Bagda ,107862,Gangrapota
1004,303,North 24 Parganas,2732,Bongaon,14,Bangaon ,96,Bangaon Dakshin ,107867,Palla
1005,303,North 24 Parganas,2732,Bongaon,14,Bangaon ,96,Bangaon Dakshin ,107856,Chawberia-I
1006,303,North 24 Parganas,2732,Bongaon,14,Bangaon ,95,Bangaon Uttar ,107858,Chhaighoria
1007,303,North 24 Parganas,2732,Bongaon,14,Bangaon ,96,Bangaon Dakshin ,107860,Dighari
1008,303,North 24 Parganas,2732,Bongaon,14,Bangaon ,96,Bangaon Dakshin ,107857,Chawberia-Ii
1009,303,North 24 Parganas,2732,Bongaon,14,Bangaon ,95,Bangaon Uttar ,107859,Dharam Pukuria
1010,303,North 24 Parganas,2734,Gaighata,14,Bangaon ,97,Gaighata ,107885,Dharmapur-Ii
1011,303,North 24 Parganas,2734,Gaighata,14,Bangaon ,97,Gaighata ,107884,Dharmapur-I
1012,303,North 24 Parganas,2734,Gaighata,14,Bangaon ,97,Gaighata ,107888,Ichapur-I
1013,303,North 24 Parganas,2734,Gaighata,14,Bangaon ,96,Bangaon Dakshin ,107892,Jhaudanga
1014,303,North 24 Parganas,2734,Gaighata,14,Bangaon ,96,Bangaon Dakshin ,107887,Fulsara
1015,303,North 24 Parganas,2734,Gaighata,14,Bangaon ,97,Gaighata ,107890,Jaleswar-I
1016,303,North 24 Parganas,2734,Gaighata,14,Bangaon ,96,Bangaon Dakshin ,107886,Duma
1017,303,North 24 Parganas,2734,Gaighata,14,Bangaon ,96,Bangaon Dakshin ,107891,Jaleswar-Ii
1018,303,North 24 Parganas,2734,Gaighata,14,Bangaon ,97,Gaighata ,107895,Sutia
1019,303,North 24 Parganas,2734,Gaighata,14,Bangaon ,97,Gaighata ,107894,Shimulpur
1020,303,North 24 Parganas,2734,Gaighata,14,Bangaon ,96,Bangaon Dakshin ,107893,Ramnagar
1021,303,North 24 Parganas,2734,Gaighata,14,Bangaon ,96,Bangaon Dakshin ,107883,Chandpara
1022,303,North 24 Parganas,2734,Gaighata,14,Bangaon ,97,Gaighata ,107889,Ichapur-Ii
1023,303,North 24 Parganas,2735,Habra-I,14,Bangaon ,97,Gaighata ,107899,Machhlandapur-I
1024,303,North 24 Parganas,2735,Habra-I,14,Bangaon ,97,Gaighata ,107896,Bargoom-I
1025,303,North 24 Parganas,2735,Habra-I,14,Bangaon ,97,Gaighata ,107897,Bargum-Ii
1026,303,North 24 Parganas,2736,Habra-Ii,17,Barasat,101,Ashoknagar ,107910,Srikrishnapur
1027,303,North 24 Parganas,2736,Habra-Ii,17,Barasat,101,Ashoknagar ,107906,Dighara Malikberia
1028,303,North 24 Parganas,2736,Habra-Ii,17,Barasat,101,Ashoknagar ,107904,Beraberi
1029,303,North 24 Parganas,2736,Habra-Ii,17,Barasat,101,Ashoknagar ,107909,Rajibpur Bira
1030,303,North 24 Parganas,2736,Habra-Ii,17,Barasat,101,Ashoknagar ,107903,Banspole
1031,303,North 24 Parganas,2736,Habra-Ii,17,Barasat,101,Ashoknagar ,107905,Bhurkunda
1032,303,North 24 Parganas,2736,Habra-Ii,17,Barasat,101,Ashoknagar ,107908,Guma-Ii
1033,303,North 24 Parganas,2736,Habra-Ii,17,Barasat,101,Ashoknagar ,107907,Guma-I
1034,303,North 24 Parganas,2739,Hingalganj,18,Basirhat,126,Hingalganj ,107936,Sandelerbil
1035,303,North 24 Parganas,2739,Hingalganj,18,Basirhat,126,Hingalganj ,107934,Rupamari
1036,303,North 24 Parganas,2739,Hingalganj,18,Basirhat,126,Hingalganj ,107929,Dulduli
1037,303,North 24 Parganas,2739,Hingalganj,18,Basirhat,126,Hingalganj ,107928,Bishpur
1038,303,North 24 Parganas,2739,Hingalganj,18,Basirhat,126,Hingalganj ,107935,Sahebkhali
1039,303,North 24 Parganas,2739,Hingalganj,18,Basirhat,126,Hingalganj ,107932,Jogeshganj
1040,303,North 24 Parganas,2739,Hingalganj,18,Basirhat,126,Hingalganj ,107933,Kalitala
1041,303,North 24 Parganas,2739,Hingalganj,18,Basirhat,126,Hingalganj ,107930,Gobindakati
1042,303,North 24 Parganas,2739,Hingalganj,18,Basirhat,126,Hingalganj ,107931,Hingalganj
1043,303,North 24 Parganas,2740,Minakhan,18,Basirhat,122,Minakhan ,107939,Chaital
1044,303,North 24 Parganas,2740,Minakhan,18,Basirhat,122,Minakhan ,107937,Atpukur
1045,303,North 24 Parganas,2740,Minakhan,18,Basirhat,122,Minakhan ,107944,Mohanpur
1046,303,North 24 Parganas,2740,Minakhan,18,Basirhat,122,Minakhan ,107940,Champali
1047,303,North 24 Parganas,2740,Minakhan,18,Basirhat,122,Minakhan ,107941,Dhuturdaha
1048,303,North 24 Parganas,2740,Minakhan,18,Basirhat,122,Minakhan ,107943,Minakhan
1049,303,North 24 Parganas,2740,Minakhan,18,Basirhat,122,Minakhan ,107938,Bamanpukur
1050,303,North 24 Parganas,2740,Minakhan,18,Basirhat,122,Minakhan ,107942,Kumarjole
1051,303,North 24 Parganas,2741,Rajarhat,17,Barasat,115,Rajarhat New Town ,107948,Patharghata
1052,303,North 24 Parganas,2741,Rajarhat,17,Barasat,115,Rajarhat New Town ,107945,Chandpur
1053,303,North 24 Parganas,2741,Rajarhat,17,Barasat,115,Rajarhat New Town ,107950,Rajarhat Bishnupur-Ii
1054,303,North 24 Parganas,2741,Rajarhat,17,Barasat,115,Rajarhat New Town ,107949,Rajarhat Bishnupur-I
1055,303,North 24 Parganas,2744,Swarupnagar,14,Bangaon ,98,Swarupnagar ,107967,Balti Nityanandakati
1056,303,North 24 Parganas,2744,Swarupnagar,14,Bangaon ,98,Swarupnagar ,107969,Bithari Hakimpur
1057,303,North 24 Parganas,2744,Swarupnagar,14,Bangaon ,98,Swarupnagar ,107973,Saguna
1058,303,North 24 Parganas,2744,Swarupnagar,14,Bangaon ,98,Swarupnagar ,107971,Gobindapur
1059,303,North 24 Parganas,2744,Swarupnagar,14,Bangaon ,98,Swarupnagar ,107975,Swarupnagar Banglani
1060,303,North 24 Parganas,2744,Swarupnagar,14,Bangaon ,98,Swarupnagar ,107968,Bankra Gokulpur
1061,303,North 24 Parganas,2744,Swarupnagar,14,Bangaon ,98,Swarupnagar ,107972,Kaijuri
1062,303,North 24 Parganas,2744,Swarupnagar,14,Bangaon ,98,Swarupnagar ,107970,Charghat
1063,303,North 24 Parganas,2744,Swarupnagar,14,Bangaon ,98,Swarupnagar ,107976,Tepur Mirzapur
1064,303,North 24 Parganas,2744,Swarupnagar,14,Bangaon ,98,Swarupnagar ,107974,Sharapul Nirman
1065,304,South 24 Parganas,2748,Bhangar-Ii,22,Jadavpur,148,Bhangar ,108021,Bhagawanpur
1066,304,South 24 Parganas,2748,Bhangar-Ii,22,Jadavpur,148,Bhangar ,108025,Polerhat-I
1067,304,South 24 Parganas,2748,Bhangar-Ii,22,Jadavpur,148,Bhangar ,108024,Chaltaberia
1068,304,South 24 Parganas,2748,Bhangar-Ii,22,Jadavpur,148,Bhangar ,108023,Bhogali-Ii
1069,304,South 24 Parganas,2748,Bhangar-Ii,22,Jadavpur,148,Bhangar ,108019,Beenta-I
1070,304,South 24 Parganas,2748,Bhangar-Ii,22,Jadavpur,148,Bhangar ,108022,Bhogali-I
1071,304,South 24 Parganas,2748,Bhangar-Ii,22,Jadavpur,148,Bhangar ,108020,Beenta-Ii
1072,304,South 24 Parganas,2748,Bhangar-Ii,22,Jadavpur,148,Bhangar ,108027,Shanpukur
1073,304,South 24 Parganas,2748,Bhangar-Ii,22,Jadavpur,148,Bhangar ,108026,Polerhat-Ii
1074,304,South 24 Parganas,2748,Bhangar-Ii,22,Jadavpur,148,Bhangar ,108018,Bamanghata
1075,304,South 24 Parganas,2749,Bishnupur-I,21,Diamond Harbour,146,Bishnupur ,108037,Purba Bishnupur
1076,304,South 24 Parganas,2749,Bishnupur-I,21,Diamond Harbour,146,Bishnupur ,108031,Dakshin Gauripur Chakdhir
1077,304,South 24 Parganas,2749,Bishnupur-I,21,Diamond Harbour,146,Bishnupur ,108028,Amgachhia
1078,304,South 24 Parganas,2749,Bishnupur-I,21,Diamond Harbour,146,Bishnupur ,108029,Andhar Manik
1079,304,South 24 Parganas,2749,Bishnupur-I,21,Diamond Harbour,146,Bishnupur ,108030,Bhandaria Kastekumari
1080,304,South 24 Parganas,2749,Bishnupur-I,21,Diamond Harbour,146,Bishnupur ,108035,Panakua
1081,304,South 24 Parganas,2749,Bishnupur-I,21,Diamond Harbour,146,Bishnupur ,108032,Julpia
1082,304,South 24 Parganas,2749,Bishnupur-I,21,Diamond Harbour,146,Bishnupur ,108033,Keoradanga
1083,304,South 24 Parganas,2749,Bishnupur-I,21,Diamond Harbour,146,Bishnupur ,108038,Raskhali
1084,304,South 24 Parganas,2749,Bishnupur-I,21,Diamond Harbour,146,Bishnupur ,108036,Paschim Bishnupur
1085,304,South 24 Parganas,2749,Bishnupur-I,21,Diamond Harbour,146,Bishnupur ,108034,Kulerdari
1086,304,South 24 Parganas,2750,Bishnupur-Ii,21,Diamond Harbour,145,Satgachhia ,108047,Panchanan
1087,304,South 24 Parganas,2750,Bishnupur-Ii,21,Diamond Harbour,145,Satgachhia ,108044,Khagramuri
1088,304,South 24 Parganas,2750,Bishnupur-Ii,21,Diamond Harbour,145,Satgachhia ,108046,Nahajari
1089,304,South 24 Parganas,2750,Bishnupur-Ii,21,Diamond Harbour,145,Satgachhia ,108039,Bakhrahat
1090,304,South 24 Parganas,2750,Bishnupur-Ii,21,Diamond Harbour,145,Satgachhia ,108048,Patharberia Jaychandipur
1091,304,South 24 Parganas,2750,Bishnupur-Ii,21,Diamond Harbour,145,Satgachhia ,108049,Ramkrishnapur Borhanpur
1092,304,South 24 Parganas,2750,Bishnupur-Ii,21,Diamond Harbour,145,Satgachhia ,108041,Chandi
1093,304,South 24 Parganas,2750,Bishnupur-Ii,21,Diamond Harbour,145,Satgachhia ,108043,Kanganberia
1094,304,South 24 Parganas,2750,Bishnupur-Ii,21,Diamond Harbour,145,Satgachhia ,108042,Gobindapur Kalicharanpur
1095,304,South 24 Parganas,2750,Bishnupur-Ii,21,Diamond Harbour,145,Satgachhia ,108040,Chak Enayetnagar
1096,304,South 24 Parganas,2750,Bishnupur-Ii,21,Diamond Harbour,145,Satgachhia ,108045,Maukhali
1097,304,South 24 Parganas,2751,Budge Budge-I,21,Diamond Harbour,156,Budge Budge ,108051,Chingripota
1098,304,South 24 Parganas,2751,Budge Budge-I,21,Diamond Harbour,156,Budge Budge ,108055,Uttar Raipur
1099,304,South 24 Parganas,2751,Budge Budge-I,21,Diamond Harbour,156,Budge Budge ,108054,Rajibpur
1100,304,South 24 Parganas,2751,Budge Budge-I,21,Diamond Harbour,156,Budge Budge ,108053,Nischintapur
1101,304,South 24 Parganas,2751,Budge Budge-I,21,Diamond Harbour,156,Budge Budge ,108050,Buta
1102,304,South 24 Parganas,2753,Canning-I,19,Jaynagar ,138,Canning Paschim ,108076,Taldi
1103,304,South 24 Parganas,2753,Canning-I,19,Jaynagar ,138,Canning Paschim ,108070,Gopalpur
1104,304,South 24 Parganas,2753,Canning-I,19,Jaynagar ,138,Canning Paschim ,108071,Hatpukuria
1105,304,South 24 Parganas,2753,Canning-I,19,Jaynagar ,138,Canning Paschim ,108075,Nikarighata
1106,304,South 24 Parganas,2753,Canning-I,19,Jaynagar ,138,Canning Paschim ,108072,Itkhola
1107,304,South 24 Parganas,2753,Canning-I,19,Jaynagar ,138,Canning Paschim ,108068,Daria
1108,304,South 24 Parganas,2753,Canning-I,19,Jaynagar ,138,Canning Paschim ,108069,Dighirpar
1109,304,South 24 Parganas,2753,Canning-I,19,Jaynagar ,138,Canning Paschim ,108067,Bansra
1110,304,South 24 Parganas,2757,Falta,21,Diamond Harbour,144,Falta ,108113,Mallikpur
1111,304,South 24 Parganas,2757,Falta,21,Diamond Harbour,144,Falta ,108107,Debipur
1112,304,South 24 Parganas,2757,Falta,21,Diamond Harbour,144,Falta ,108112,Harindanga-Ii
1113,304,South 24 Parganas,2757,Falta,21,Diamond Harbour,144,Falta ,108102,Banganagar-I
1114,304,South 24 Parganas,2757,Falta,21,Diamond Harbour,144,Falta ,108110,Gopalpur
1115,304,South 24 Parganas,2757,Falta,21,Diamond Harbour,144,Falta ,108106,Chaluari
1116,304,South 24 Parganas,2757,Falta,21,Diamond Harbour,144,Falta ,108103,Banganagar-Ii
1117,304,South 24 Parganas,2757,Falta,21,Diamond Harbour,144,Falta ,108105,Belsingha-Ii
